Title,Author,CallNumber,Subject
"Pargalı İbrahim Paşa : Kanuni'nin düşü, Hürrem'in kabusu","Ülkü, Cahit, 1941-","PL248.U4735P373 2001","Turkish fiction"
"Aslında özgürsün","Asena, Duygu, 1946-","PL248 .A667 A85 2001","Turkish fiction"
"Anayurt Oteli : roman","Atılgan, Yusuf.","PL248.A89 A82 2012","Turkish fiction"
"Port Sudan","Rolin, Olivier,","PQ2678 .O4155 P67 2001","Turkish fiction"
"Kül aşklar","Odabaşı, Yılmaz.","PL248 .O333 K85 2001","Turkish fiction"
"Türk edebiyatından ""aşk-ı memnu"" (Halit Ziya Uşaklıgil) ve Alman edebiyatindan ""Effi Briest'in (Theodor Fontane) evlilik romanı açısından karşılaştırılması","Arkış, Güngör.","PL223.A72T84 2001 C.2","Turkish fiction"
"Dubrovski - Maça kızı","Pushkin, Aleksandr Sergeevich, 1799-1837,","PG3349.T8 D8 2000","Turkish fiction"
"Rudin","Turgenev, Ivan Sergeevich, 1818-1883.","PG3427 .T9 R8 2000 V.1","Turkish fiction"
"Verona toprağı","Sinoue, Gilbert, 1947-","PQ2679.I5 S61 2000","Turkish fiction"
"Kesişme noktası","Pears, Iain,","PR6066.E167 I57 2000","Turkish fiction"
"Gülden kale düştü","Karcılılar, Ahmet,","PL248.K34 G84 2000","Turkish fiction"
"Bin lotluk ceset","Oker, Celil,","PL248.O604 B55 2000","Turkish fiction"
"Füreya","Kulin, Ayşe, 1941-","PL248.K85 F87 2000","Turkish fiction"
"Memetçik Memet","Başaran, Mehmet,","PL248.B37 M46 2000","Turkish fiction"
"Yüz: 1981","Eroğlu, Mehmet, 1948-","PL248.E76 Y89 2000","Turkish fiction"
"Efrasiyab'ın hikayeleri","Anar, İhsan Oktay, 1960-","PL248.A54E37 2006","Turkish fiction"
"Bir siyah saçlı kadının gezi notları","Uzuner, Buket.","PL248.U986 B57 1999","Turkish fiction"
"Anafor","Bener, Erhan, 1929-2007,","PL248.B465 A823 1999","Turkish fiction"
"Kurt sığınağı","Aysu, Osman T., 1936-","PL248.A97 K96 1999","Turkish fiction"
"Vathek","Beckford, William, 1760-1844.","PQ1957 .B29 V319 1999","Turkish fiction"
"Can dostu","Sarpdere, Yücel,","PL248.S336 C3 1999","Turkish fiction"
"Örümceğin kitabı : roman","Eray, Nazlı, 1945-","PL248.E73 O78 1999","Turkish fiction"
"Dokuzuncu hariciye koğuşu","Safa, Peyami, 1899-1961.","PL248.S243 D65 1999","Turkish fiction"
"Gençliğin o yakıcı mevsimi:roman","Atasu, Erendiz.","PL248.A745G46 1999","Turkish fiction"
"Saz caz düğün varyete","İleri, Selim, 1949-","PL248.I44 S39 1999","Turkish fiction"
"Meyyâle","Topuz, Hıfzı,","PL248.T627 M49 1999","Turkish fiction"
"Adı: Aylin","Kulin, Ayşe,","PL248.K85 A35 1998","Turkish fiction"
"Tehlikeli masallar : roman","Altan, Ahmet, 1950-","PL248.A483 T44 1998","Turkish fiction"
"Havuz başı : Son kuşlar","Sait Faik, 1906-1954.","PL248.S253H38 1998","Turkish fiction"
"Maksat vatan kurtulsun","Verel, Oktay, 1927-","PL248.V47 M23 1998","Turkish fiction"
"Şamanın üç soygunu","Ertekin, Timur.","PL248.E78 S35 1998","Turkish fiction"
"Bir avuç gökyüzü","Altan, Çetin, 1927-","PL248 .A48 B53 1998","Turkish fiction"
"İki yeşil susamuru : anneleri, babaları, sevgilileri ve diğerleri","Uzuner, Buket, 1955-","PL248.U986 I266 1998","Turkish fiction"
"Aynada aşk vardı","Asena, Duygu, 1946-2006,","PL248.A667 A96 1998","Turkish fiction"
"Cumba'dan rumba'ya","Safa, Peyami, 1899-1961.","PL248.S243C86 1998","Turkish fiction"
"Yağmur beklerken","Buğra, Tarık.","PL248.B77Y335 1998","Turkish fiction"
"Kahramanlar hep erkek","Asena, Duygu.","PL248.A667 K34 1998","Turkish fiction"
"Doğmamış Kristof","Fuentes, Carlos.","PQ7297.F793 .D65 1998","Turkish fiction"
"Simyacı : roman","Coelho, Paulo,","PQ9698.13 .O3546 A4519 1997","Turkish fiction"
"Sen olsaydın yapmazdın biliyorum","Başar, Kürşat, 1963-","PL248 .B373 S46 1997","Turkish fiction"
"Harabelerin çiçeği : Eski ahbap :boyunduruk","Güntekin, Reşat Nuri, 1889-1956,","PL248.G8 H37 1997","Turkish fiction"
"E'siz potkal","Tezcan, Ersin, 1967-","PL248.T495 E85 1997","Turkish fiction"
"Fatih - Harbiye","Safa,Peyami.","PL248.S28 F38 1997","Turkish fiction"
"Fahim Bey ve biz","Hisar, Abdülhak Şinasi, 1888-1963.","PL248 .H5 F34 1996","Turkish fiction"
"Bir cinayet romanı : roman","Kür, Pınar, 1943-","PL248.K87 B57 1990","Turkish fiction"
"Geçmişe mazi : (Meşrutiyet kıraathanesi)","Ilgaz, Rıfat, 1911-1993.","PL248.I445G43 2000","Turkish fiction"
"Çöl masalları: roman","Pirselimoğlu, Tayfun, 1959-","PL248.P57 C65 1996 C.1","Turkish fiction"
"Yalnızlar","Buğra, Tarık","PL 248 B77Y35 2005","Turkish fiction"
"Karartma geceleri : roman","Ilgaz, Rıfat, 1911-1993.","PL248 .I445 K373 1996","Turkish fiction"
"Farelere ve insanlara dair= Of mice and men","Steinbeck, John, 1902-1968.","PS3537.T3234 F222 1996","Turkish fiction"
"Mor salkımlı ev","Adıvar, Halide Edip.","PL248.A3M67 1996","Turkish fiction"
"Yürümek : roman","Soysal, Sevgi, 1936-1976.","PL248.S65 Y878 1996","Turkish fiction"
"Yazıcı, ya da, Bir yol romanı : roman","Peker, Hüseyin, 1946-","PL248.P394 Y3 1995","Turkish fiction"
"Soğuma : roman","Öztaş, Mahir, 1951-","PL248.O982S6 1995 C.1","Turkish fiction"
"Dün korkusu","Genç, Nihat.","PL248.G45 D86 1995","Turkish fiction"
"Martin Eden","London, Jack, 1876-1916,","PS3523 .O46 M319 2005","Turkish fiction"
"İnci : [roman]","Steinbeck, John, 1902-1968.","PS3537 .T3234 P419 1995","Turkish fiction"
"Yalnızız","Safa, Peyami, 1899-1961.","PL248.S243Y35 2006","Turkish fiction"
"Yeni Hayat","Pamuk, Orhan.","PL248.P34.Y46 1994 C.2","Turkish fiction"
"Sonuncu sonbahar","Kür, Pınar, 1943-","PL248 .K87 S66 1994","Turkish fiction"
"Yeni hayat","Pamuk, Orhan, 1952-","PL248.P34 Y46 2012","Turkish fiction"
"Ward 72","Orhan Kemal, 1914-1970.","PL248.K42Y4813 1993","Turkish fiction"
"Vurun kahpeye","Adıvar, Halide Edib, 1885-1964,","PL248 .A3 V87 1993","Turkish fiction"
"Yaban","Karaosmanoğlu, Yakup Kadri, 1889-1974.","PL248 .K3 .Y3 1993","Turkish fiction"
"Yazsonu: roman","Ağaoğlu, Adalet, 1929-","PL248 .A31 Y39 1993 C.2","Turkish fiction"
"Peygamberin son beş günü","Yücel, Tahsin.","PL248.Y73P49 1993","Turkish fiction"
"Bağdat yollarında : sihirli serüvenlerin romanı=On the road to Baghdat","Gün, Güneli.","PS3551.U474B34 1993","Turkish fiction"
"Valla, kurda yedirdin beni","Alatlı, Alev.","PL248.A3775V35 1993 V.3","Turkish fiction"
"Suç ve ceza: roman","Akas, Cem, 1968-","PL248.A329S83 1992 C.3","Turkish fiction"
"Kahramanlar hep erkek","Asena, Duygu, 1946-2006,","PL248.A667 K34 1992","Turkish fiction"
"Azerbaycan cagdas hikaye antolojisi","","PL314.Z95 T8 1991 C.1","Turkish fiction"
"Üç Aliler divanı","Karakoyunlu, Yılmaz,","PL248.K269U16 1991 C.1","Turkish fiction"
"Kulleteyn","Dursun, Turan, 1934-1990,","PL248.D966 1990","Turkish fiction"
"Görünmez kentler","Calvino, Italo, 1923-1985,","PQ4809.A45 I419 1990","Turkish fiction"
"Esrarengiz bay kartaloğlu : roman","Özgüven, Fatih,","PL248.O9519 E87 1990","Turkish fiction"
"Raziye","Anday, Melih Cevdet.","PL248.A55R39 1990","Turkish fiction"
"Hocaefendi'nin sandukası:  roman","Kongar, Emre,","PL248.K657 H6 1990","Turkish fiction"
"Dudaktan Kalbe","Güntekin, Reşat Nuri.","PL248.G8D83 1989","Turkish fiction"
"Sarı Defter","Saraç, Handan.","PL248.S27S27 1989","Turkish fiction"
"Sokaktaki Adam","İlhan, Attilâ, 1925-2005","PL248.I27 1989","Turkish fiction"
"Hoş geldin ölüm : tutkulu perçem","Soysal, Sevgi, 1936-1976.","PL248.S65H82 1988","Turkish fiction"
"Çıplak skandal","Follett, Ken,","PR6056 .O45 M619 1986","Turkish fiction"
"Gece dersleri : roman","Tekin, Latife, 1957-","PL248.T452 G43 1986","Turkish fiction"
"Mavi Karanlık","Türkali, Vedat","PL248.T885M3 1985","Turkish fiction"
"Çamaşırcının kızı: küçücük","Orhan Kemal, 1914-1970.","PL248 .K42 C36 1984","Turkish fiction"
"15 yaşında bir kaptan","Verne, Jules, 1828-1905.","PQ2469.C2 T9 1984","Turkish fiction"
"Buzul çağının virüsü : roman","Bener, Vüs'at O., 1922-2005,","PL248.B468 B89 1984","Turkish fiction"
"Küçük Paşa : roman","Tepeyran, Ebubekir Hazım, 1864-1947,","PL248.T47 K8 1984","Turkish fiction"
"Değirmen","Sabahattin Ali, 1906-1948.","PL248.A38 D44 1983","Turkish fiction"
"Yaşamın ucuna yolculuk","Özlü, Tezer.","PL239.O3315 Y37 1983","Turkish fiction"
"Tutsaklar","Kutlu, Ayla.","PL248.K8858T88 1983","Turkish fiction"
"Dersim 1937","Baykara, Barbaros,","PL248.B39 D41 1982","Turkish fiction"
"Dersim 1938","Baykara, Barbaros,","PL248.B39 D4 1982","Turkish fiction"
"Cevdet Bey ve oğulları","Pamuk, Orhan, 1952-","PL248.P34 C48 1982","Turkish fiction"
"Afrika dansı : öykü","Burak, Sevim,","PL248.B79 A37 1982","Turkish fiction"
"Ölmeye yatmak","Ağaoğlu, Adalet.","PL248 .A38 O46 1980","Turkish fiction"
"Memetçik Memet","Başaran, Mehmet,","PL248.B37 M46 1979","Turkish fiction"
"Azap toprakları","Işınsu, Emine.","PL265.S5A9 1973","Turkish fiction"
"Kiralık konak","Karaosmanoğlu, Yakup Kadri.","PL248.K3K57 1979","Turkish fiction"
"Filler Sultanı ile Kırmızı Sakallı topal karınca: roman","Yaşar Kemal, 1922-","PL248.Y3 F554 1977","Turkish fiction"
"Şeytanistan","Yüce, Ali,","PL248 .Y65 S49 1976","Turkish fiction"
"Grevden sonra","Özkan, Hakkı, 1926-1999.","PL248.O9524 G74 1976","Turkish fiction"
"Bir gün tek başına","Türkali, Vedat,","PL248.T88 .B57 1976","Turkish fiction"
"Viski","Altan, Çetin, 1927-2015,","PL248.A48 V83 1975","Turkish fiction"
"Bir gün tek başına","Türkali, Vedat,","PL248.T88B57 1975","Turkish fiction"
"Büyük gözaltı","Altan, Çetin, 1927-","PL248.A48 B89 1974","Turkish fiction"
"Yeşil gece","Güntekin, Reşat Nuri, 1889-1956,","PL248.G8 Y4 1974","Turkish fiction"
"İmparator","Toy, Erol.","PL248.T65 I47 1973","Turkish fiction"
"Yorgun savaşçı","Kemal Tahir, 1910-1973.","PL248.K45 Y67 1973","Turkish fiction"
"Tanrı sevenleri korur : roman","Simmel, Johannes Mario, 1924-","PT2639.I63 G619 1972","Turkish fiction"
"Kemik","Sarrazin, Albertine,","PQ2679.A7 A85 1972","Turkish fiction"
"Göl insanları","Kemal, Tahir 1910-1973","PL248.T16G65 1969","Turkish fiction"
"Türk romanı","Seyda, Mehmet.","PL223.S49 1969","Turkish fiction"
"Ağalar","Azuela, Mariano, 1873-1952,","PQ7297.A9 A58 1968","Turkish fiction"
"Reşo Ağa; hikâyeler","Yıldız, Bekir,","PL248 .Y5 R4 1968","Turkish fiction"
"Kuzey rüzgârlarının doğuşu","Bayrı, Melek Melih,","PL248.B36 K97 1967","Turkish fiction"
"Ve durgun akardı don","Sholokhov, Mikhail Aleksandrovich, 1905-1984.","PG3476 .S52 A519 1966 V.1","Turkish fiction"
"Loş ayna:  roman","Bener, Hikmet Erhan.","PL248.B465L67 1960","Turkish fiction"
"Havuz başı","Sait Faik, 1906-1954,","PL248.S288 H38 1957","Turkish fiction"
"Şahin Reis","Banoğlu, Niyazi Ahmet,","PL248.B32 S2 1941","Turkish fiction"
"Huzur","Tanpınar, Ahmet Hamdi, 1901-1962","PL248.T167H989","Turkish fiction"
"Saatleri ayarlama enstitüsü","Tanpınar, Ahmet Hamdi.","PL248.T234 S2","Turkish fiction"
"Sergüzeşt","Samipaşazade Sezai, 1860-1936.","PL248.S298S47","Turkish fiction"
"Eğreti hayatlar","Selçuk, Kadriye,","PL248.S451 E4","Turkish fiction"
"Toprak acıkınca","Toy, Erol,eauthor.","PL248.T65 T6 V.1","Turkish fiction"
"İndigo : Kansız","Güven, Cenk Mustafa,","PL248.G98 I39","Turkish fiction"
"Araba sevdası","Recaizade Mahmud Ekrem, 1847-1914,","PL248.R38 A73","Turkish fiction"
"Yaprak dökümü","Güntekin, Reşat Nuri, 1889-1956.","PL248 .G86 Y37","Turkish fiction"
"Çalıkuşu","Güntekin, Reşat Nuri, 1889-1956,","PL248 .G8 C3","Turkish fiction"
"Sarı yüz","Kuang, R. F. (Rebecca F.),","PS3611 .U17 Y45 2025","American fiction"
"Kader sanatı: savaş sanatları destanı ikinci kitap","Chu, Wesley,","PS3603 .H828 A84 2025","American fiction"
"Sis","King, Stephen, 1947-","PS3561 .I483 S54 2023","American fiction"
"Göç : kuzgun kardeşliği","Stewart, Kate,","PS3569.T35 E96 2024","American fiction"
"Christie Malry'nin dünyayla hesabı","Johnson,  B. S. 1933-1973, (Bryan Stanley)","PR6060 .O3 C45 2024","American fiction"
"Çılgınlığın ötesi","King, Stephen, 1947-","PS3561.I483 R6719 2012","American fiction"
"İşte Tanrılar","Asimov, Isaac, 1920-1992,","PS3551.S5 G6319 2021","American fiction"
"Atuan mezarları : Yerdeniz II","Le Guin, Ursula K., 1929-","PS3562.E42 T619 2014","American fiction"
"Ağaçkakan","Robbins, Tom, 1932-","PS3568.O233 S820 2019","American fiction"
"Contemporary American short stories","Angus, Douglas, 1909-2002","PS648 .S5 C67 1996","American fiction"
"Ben, robot","Asimov, Isaac, 1920-1992.","PS3551.S5 I719 2019","American fiction"
"Yüksek Şato'daki adam","Dick, Philip K.,","PS3554.I3 M361 2020","American fiction"
"Kadınlar ülkesi","Gilman, Charlotte Perkins, 1860-1935,","PS1744.G57 H419 2019","American fiction"
"Dijital kale","Brown, Dan, 1964-","PS3552 .R6854 D54 2013","American fiction"
"Roll of thunder, hear my cry","Taylor, Mildred D.,","PS3570.A94 R65 2014","American fiction"
"All the bright places","Niven, Jennifer,","PS3614.I94 A45 2015","American fiction"
"The vanishing half","Bennett, Brit,","PS3602.E66444 V36 2021","American fiction"
"Yürümek","Thoreau, Henry David, 1817-1862,","PS3051 .W3520 2021","American fiction"
"Critique of Fantasy, Vol. 3 : The Block of Fame","Rickels, Laurence A.","XX(2198657.1)","American fiction"
"A Tanizaki Feast : The International Symposium in Venice","Boscaro, Adriana","XX(2203898.1)","American fiction"
"Critique of Fantasy, Vol. 1 : Between a Crypt and a Datemark","rickels, laurence","XX(2203173.1)","American fiction"
"Critique of Fantasy, Vol. 2 : The Contest between B-Genres","Rickels, Laurence A.","XX(2200582.1)","American fiction"
"The Journey : Stories by K. C. Das","Das, K.C.","XX(2185463.1)","American fiction"
"A World of Disorderly Notions : Quixote and the Logic of Exceptionalism","Hanlon, Aaron R.","XX(2184734.1)","American fiction"
"Excavating the Future : Archaeology and Geopolitics in Contemporary North American Science Fiction Film and Television (Volume 57)","Malley, Shawn","XX(2202968.1)","American fiction"
"Frères Ennemis : The French in American Literature, Americans in French Literature","Cloonan, William","XX(2197592.1)","American fiction"
"Science Fiction Cinema and 1950s Britain : Recontextualising the Golden Age","Jones, Matthew","XX(2197648.1)","American fiction"
"The American Short Story Cycle","Smith, Jennifer J.","XX(2186508.1)","American fiction"
"Twelve tomorrows","Sterling, Bruce,","PS648.S3 T425 2016","American fiction"
"The British Monarchy On Screen","Merck, Mandy","XX(2199298.1)","American fiction"
"Dreams for Dead Bodies","Robinson, M. Michelle","XX(2198483.1)","American fiction"
"Hemispheric Imaginations : North American Fictions of Latin America","Breinig, Helmbrecht","XX(2184469.1)","American fiction"
"Dream for Dead Bodies","Robinson, M. Michelle","XX(2183577.1)","American fiction"
"American Mobilities : Geographies of Class, Race, and Gender in US Culture","Leyda, Julia","XX(2176230.1)","American fiction"
"The secret life of bees","Kidd, Sue Monk,","PS3611.I44 S38 2015","American fiction"
"Aç gözlerini","Miller, Raine,","PS3613 .M547 A2 2015","American fiction"
"Tactics of the Human: Experimental Technics in American Fiction","Shackelford, Laura","XX(2200023.1)","American fiction"
"Textual Exposures: Photography in Twentieth Century Spanish American Narrative Fiction","Dan Russek","XX(2172820.1)","American fiction"
"Kırk öykü","Barthelme, Donald,","PS3552 .A76 A6 2015","American fiction"
"Twelve tomorrows","Sterling, Bruce,","PS648.S3 T425 2014","American fiction"
"Şahane hatalar : yeni hayat","Ruckdeschel, Liz,","PZ7.R842 W4320 2014","American fiction"
"Creativity and Science in Contemporary Argentine Literature: Between Romanticism and Formalism","Joanna Page","XX(2181838.1)","American fiction"
"Tactics of the Human","Laura Shackelford","XX(2172771.1)","American fiction"
"Aşk ve engeller","Hemon, Aleksandar, 1964-","PS3608.E48 L68 2014","American fiction"
"Yeraltısakinleri","Kerouac, Jack, 1922-1969,","PS3521.E735 S820 2014","American fiction"
"Twelve tomorrows","Cass, Stephen,","PS648.S3 T425 2013","American fiction"
"Clichy'de sessiz günler","Miller, Henry, 1891-1980,","PS3525.I5454 Q5 2013","American fiction"
"Crazy rich Asians","Kwan, Kevin,","PS3611 .W36 C73 2013","American fiction"
"Mülksüzler","Le Guin, Ursula K., 1929-","PS3562.E42 D5719 2013","American fiction"
"Solgun Ateş : Pale Fire","Nabokov, Vladimir Vladimirovich, 1899-1977,","PS3527 .A15 P319 2013","American fiction"
"Silahlara veda : roman","Hemingway, Ernest, 1899-1961,","PS3515.E37 F320 2013","American fiction"
"Harry Q. Davası'nın ardındaki gerçek : roman","Dicker, Joël, 1985-","PQ2704 .I24 V4719 2013","American fiction"
"Profesör","Katzenbach, John,","PS3561.A7778 P719 2013","American fiction"
"Öteki rüzgar","Le Guin, Ursula K., 1929-","PS3562.E42 O84 2012","American fiction"
"Rüzgargülü : ""gülün günlüğü""","Le Guin, Ursula K., 1929-","PS3562 .E42 C6 2012","American fiction"
"Aya tırmanmak ve diğer öyküler","Le Guin, Ursula K., 1929-","PS3562.E42 U56 2012","American fiction"
"Ölüm pornosu=  Snuff","Palahniuk, Chuck","PS3566.A4554 .O529 2012","American fiction"
"Anormaller","Goebel, Joey","PS3607 .G64 A56 2012","American fiction"
"Mülksüzler","LeGuin, Ursula K.","PS648 .S3 L44 2012","American fiction"
"Alex Cross","Patterson, James, 1947-","PS3566.A822 C76 2012","American fiction"
"Humboldt'un armağanı","Bellow, Saul,","PS3503.E4488 H8619 2012","American fiction"
"Bly'ın gizemi : roman","James, Henry, 1843-1916,","PS2112 .C87 2012","American fiction"
"Gençliğin şarabı","Fante, John, 1909-1983.","PS3511.A594 W519 2012","American fiction"
"Fareler ve insanlar","Steinbeck, John, 1902-1968.","PS3537 .T3234 O219 2012","American fiction"
"Kedi beşiği : roman","Vonnegut, Kurt,","PS3572.O5 C3519 2012","American fiction"
"Ruhlar evi : roman","Allende, Isabel, 1942-","PQ8098.1.L54 C33 2012","American fiction"
"Üzümün kardeşliği","Fante, John, 1909-1983,","PS3511.A594 B719 2012","American fiction"
"TRSF : the best new science fiction","","PS648 .S3 T774 2011","American fiction"
"Rüzgarın on iki köşesi","Le Guin, Ursula K., 1929-","PS3562 .E42 W56 2011","American fiction"
"The help","Stockett, Kathryn,","PS3619 .T636 H45 2011","American fiction"
"Oyun","King, Stephen, 1947-","PS3561.I483.G4719 2011","American fiction"
"Geceyarısı kuleleri= Towers of midnight","Jordan, Robert, 1948-2007.","PS3560.O7617 .T69 2011","American fiction"
"Henry James's Europe : Heritage and Transfer","Tredy, Dennis","XX(2186214.1)","American fiction"
"Letters of Blood and Other Works in English","Svensson, Lars-Håkan","XX(2185401.1)","American fiction"
"Cinayet şirketi","London, Jack, 1876-1916,","PS3523.O46 M619 2011","American fiction"
"Yüzücü : toplu öyküler 1","Cheever, John,","PS3505.H6428 Y95 2011","American fiction"
"A.B.D. - I : 42 enlem : roman","Dos Passos, John, 1896-1970.","PS3507.O743 A619 2011","American fiction"
"Her çıkışın bir inişi vardır : öyküler","O'Connor, Flannery,","PS3565.C57 E9419 2011","American fiction"
"Amerikan tanrıları","Gaiman, Neil.","PS3557.A3519 A84 2011","American fiction"
"B, Bira = B is for Beer","Robbins, Tom","PS3568.O226.B519 2011","American fiction"
"Fareler ve insanlar","Steinbeck, John, 1902-1968.","PS3537.T3234.F222 2011","American fiction"
"Aldatma","Roth, Philip.","PS3568.O855 .D44 2010","American fiction"
"Japanese Demon Lore","Reider, Noriko T.","XX(2192585.1)","American fiction"
"Dur bir mola ver","Robbins, Tom, 1936-","PS3568.O233 A615 2010","American fiction"
"Ağaçkakan","Robbins, Tom, 1932-","PS3568 .O233 S820 2010","American fiction"
"Fırtına toplanıyor = the gathering storm","Jordan, Robert, 1948-2007.","PS3560 .O7617 .F52 2010","American fiction"
"Imagology revisited","Zacharasiewicz, Waldemar.","PN56 .N19 Z33 2010","American fiction"
"Alaycı kuş = Mockingjay","Collins, Suzanne.","PS3603.O4557.M62 2010","American fiction"
"Brandenburg","Meade, Glenn.","PS3563.E16845 B7319 2009","American fiction"
"Jesus in America","Gould, Claudia","XX(2192603.1)","American fiction"
"Zar adam'ın peşinde","Rhinehart, Luke.","PS3568 .H5 S4320 2009","American fiction"
"Farmakon","Wittenborn, Dirk,","PS3573 .I924 P4720 2009","American fiction"
"İnci sokağı : a novel","Trevanian.","PS3570 .R44 C73 2009","American fiction"
"Raistlin tarihçeleri","Weis, Margaret.","PS3573.E3978R3519 2009 V.2","American fiction"
"Ejderha mızrağı efsaneler üçlemesi","Weis, Margaret.","PS3573.E3978D677 2009 V.1","American fiction"
"Cerrah","Gerritsen, Tess,","PS3557.E687.S8719 2009","American fiction"
"Kara elf üçlemesi","Salvatore, R. A., 1959-","PS3569.A462 D3719 2008 V.1 C.2","American fiction"
"Amber ve Demir","Weis, Margaret.","PS3573.E3978A43 2008","American fiction"
"Amber ve Küller","Weis, Margaret.","PS3573.E3978 A431 2008","American fiction"
"Yeni bahar = New spring","Jordan, Robert, 1948-2007.","PS3560.O7617N532 2008","American fiction"
"Ses ve öfke","Faulkner, William, 1897-1962,","PS3511.A86 S724 2008","American fiction"
"Empati","Fawer, Adam, 1970-.","PS3606.A94 E551 2008","American fiction"
"Amber ve kan = amber and blood","Weis, Margaret.","PS3573.E3978.A491 2008","American fiction"
"Yatak odası dersleri","Perrotta, Tom, 1961-","PS3566.E6948 Y38 2008","American fiction"
"Medyum","King, Stephen, 1947-","PS3561.I483 S451 2017","American fiction"
"Olasılıksız","Fawer, Adam, 1970-","PS3606.A94 I4719 2007","American fiction"
"Dragonvarld üçlemesi - Ejderhaların efendisi = The Dragonvarld trilogy- Master of dragons","Weis, Margaret.","PS3573.E3978D7319 2007","American fiction"
"İçdeniz balıkçısı","Le Guin, Ursula K., 1929-","PS3562.E42 F519 2007","American fiction"
"Ne zaman gitti tren","Baldwin, James, 1924-1987.","PS3552.A45.N33 2007","American fiction"
"The Subject of Race in American Science Fiction","DeGraw, Sharon","XX(2202138.1)","American fiction"
"Yabanda gezinti = A walk on the wild side","Algren, Nelson, 1909-1981.","PS3501 .L4625 W319 2007","American fiction"
"Vahşi hafiyeler","Bolaño, Roberto, 1953-2003,","PQ8098.12 .O38 D4819 2007","American fiction"
"Düş hançeri = Knife of dreams","Jordan, Robert, 1948-2007.","PS3560.O7617K58 2006 V.1","American fiction"
"Alacakaranlık kavşağı = Crossroads of twilight","Jordan, Robert, 1948-2007.","PS3560.O7617C75 2006 V.1","American fiction"
"Hançer yolu = The path of daggers","Jordan, Robert, 1948-2007.","PS3560.O7617P38 2006 V.1","American fiction"
"Kışın Yüreği = Winter's heart","Jordan, Robert, 1948-2007.","PS3560.O7617W55 2006 V.1","American fiction"
"Kılıçtan taç = A crown of swords","Jordan, Robert, 1948-2007.","PS3560.O7617C76 2006 V.1","American fiction"
"Twilight","Meyer, Stephenie, 1973-","PZ7.M57188 T919 2006","American fiction"
"Mary Mary","Patterson, James, 1947-","PS3566.A823 M319 2006","American fiction"
"Kaos Lordu = Lord of chaos","Jordan, Robert, 1948-2007.","PS3560.O7617L67 2005","American fiction"
"Göğün ateşleri = The fires of heaven","Jordan, Robert, 1948-2007.","PS3560.O7617 F57 2005 V.1 C.2","American fiction"
"Dünyanın doğum günü = The birthday of the world","Le Guin, Ursula K., 1929-","PS3562.E42.D64 2004","American fiction"
"American gods : the author's preferred text","Gaiman, Neil,","PS3557.A3519 A84 2005","American fiction"
"Zaman çarkı 6 Kaos Lordu= The wheel of time 6 Lord of chaos","Jordan, Robert,","PS3560.O7617.L671 2005","American fiction"
"""Polar noir"": Reading African-American Detective Fiction","Alice Mills, Claude Julien (dir.)","XX(2174819.1)","American fiction"
"Rain in the Valley","Papanikolas, Helen","XX(2170678.1)","American fiction"
"Kehanet gecesi = Oracle night","Auster, Paul, 1947-","PS3551.U77O7320 2004","American fiction"
"Gölge yükseliyor = The shadow rising","Jordan, Robert, 1948-2007.","PS3560.O7617S48 2004 V.1","American fiction"
"Yeniden doğan ejder = The dragon reborn","Jordan, Robert, 1948-2007.","PS3560.O7617D7 2004","American fiction"
"Song of Solomon","Morrison, Toni,","PS3563.O8749 S6 2004","American fiction"
"Midas'ın Müritleri","London, Jack, 1876-1916,","PS3523.O46 M5319 2004","American fiction"
"Athyra","Brust, Steven, 1955-","PS3552.R84 A94 2004","American fiction"
"Phoenix","Brust, Steven, 1955-","PS3552.R84 P56 2004","American fiction"
"Vakıf kurulurken","Asimov, Isaac, 1920-1992.","PS3551.S5V35 2004","American fiction"
"Bağışlanmanın dört yolu","Le Guin, Ursula K., 1929-","PS3562.E42F6819 2004","American fiction"
"Maymun evine ho¿¿ geldiniz","Vonnegut, Kurt, 1922-2007,","PS3572 .O5 M39 2003","American fiction"
"Maymun evine hoş geldiniz","Vonnegut, Kurt,","PS3572.O5 W43194 2003","American fiction"
